,Title
5906,Capturing a Locomotive
5907,[Daring and Suffering: a history of the Great Railroad Adventure [i
5908,Viaggio per l'alta Italia del Ser Principe di Toscana poi Granduca Cosimo III
5909,The Plagues of the Spleen: an heroic poem
5910,[Plain or Ringlets? By the author of “Handley Cross” [R
5911,The Plaint of Freedom
5912,"Songs and Poems, from 1819 to 1879"
5913,The Conqueror and his Companions
5914,An Old Fairy Tale [“The Sleeping Beauty”] told anew in pictures and verse by R
5915,The Enchanted Plants; Fables in verse
5916,"An Account, historical, political, and statistical, of the United Provinces of Rio de la Plata: with an appendix, concerning the usurpation of Monte Video by the Portuguese and Brazilian Governments"
5917,Beschreibung Roms
5918,Platonis quae supersunt Opera
5919,Platonis Opera Græca
5920,Platonis quae exstant opera
5921,"Platonis, et quæ vel Platonis esse feruntur, vel Platonica solent comitari scripta, Græce omnia"
5922,Platonis Dialogi quattuor
5923,Ἀπολογια Σωκρατους κατα Πλατωνα και Ξενοφωντα
5924,Platonis Euthydemus
5925,Πλατωνος Φαιδων
5926,Platonis Phædo
5927,Πλατωνος Φαιδων
5928,Platonis Symposium 
5929,"Études sur le Timée de Platon, par T"
5930,"The Commentaries of Proclus on the Timæus of Plato [with the text, Eng"
5931,Records of the Parish of Whitkirk 
5932,Report of the Evidence and Reasons of the Award between J
5933,China and the Chinese 
5934,Illustrations of the Huttonian Theory of the Earth
5935,Green Pleasure and Grey Grief
5936,"The Pleasures of Anarchy, a dramatic sermon"
5937,Meerveld en Meervelder Bosch
5938,Uddel en Uddeler Heegde (Bijdrage tot de Geschiedenis van Barneveld)
5939,Farrago
5940,"Travels in Abyssinia and the Galla Country, with an account of a mission to Ras Ali in 1848"
5941,"Reminiscences of a Voyage to Shetland, Orkney and Scotland "
5942,"Songs, duets, chorusses, etc"
5943,A Mayoral Year
5944,Piutarchi Chaeronensis Regum  Imperatorum Apophthegmata (Laconica Apophthegmata) Raphaele Regio interprete
5945,Plymouth in an Uproar
5946,Records of the Town of Plymouth
5947,Sounds from a Plymouth Belfry and the memories they awaken
5948,Pococke's Tour in Ireland in 1752
5949,El Kuerbo 
5950,K
5951,[K
5952,Miscellany Poems on several subjects
5953,"[Original Poems, for Infant Minds "
5954,Original Poems on a variety of subjects
5955,Other Poems
5956,Poems and Fragments
5957,"Poems, by the author of Uriel [i"
5958,"Poems, chiefly by Gentlemen of Devonshire and Cornwall"
5959,Poems containing I
5960,Poems on several occasions
5961,Poems on several occasions
5962,"Poems, original and translated"
5963,[Г
5964,Les Fiefs de la Vicomté de Thouars d'après l'inventaire inédit de J
5965,Voyage en Espagne 
5966,Spain and its People
5967,Spain and its People 
5968,Diamonds
5969,A Translation of [the first five books of] Anti-Lucretius
5970,The Land of the Monuments
5971,"Grey Towers; or, Aunt Hetty's Will "
5972,The Seal of Fate
5973,"[The Book of Ser Marco Polo, the Venetian, concerning the kingdoms and marvels of the East"
5974,The Story of Marco Polo
5975,"Pomare, a poem"
5976,Mexico: 1876-1892
5977,Pomona
5978,Our Own Pompeii
5979,"Pompey the Great, a tragedy"
5980,"A Voyage to the eastern part of Terra Firma, or the Spanish Main, in South America "
5981,Histoire de la ville de Caen
5982,Collections towards the History of Pontefract
5983,La Conspiration du Général Berton
5984,"The Apothecary's Daughters [“Mimoser,” etc"
5985,"Emanuel; or, Children of the Soil"
5986,Coventry: its history and antiquities 
5987,Мусульманскія династіи 
5988,Poor and Plain
5989,English Colonization in America
5990,"The Works of Alexander Pope, Esq"
5991,"The Works of Alexander Pope, Esq"
5992,The Works of Alexander Pope 
5993,"The Works of Alexander Pope, with notes and illustrations by himself and others"
5994,The Works of Alexander Pope
5995,An Essay on Man
5996,Selections from Pope's Works
5997,"Il Riccio Rapito, e le Lodi di Neuton [by Thomson]"
5998,Supplemental Volume to the Works of Alexander Pope 
5999,"Il Riccio Rapito, tradotto [in verse] ed illustrato da G"
6000,"Windsor Forest by Alexander Pope, Esq"
6001,The Popham Colony
6002,"Мадьярскій Историкъ Владиславъ Салай, и Исторія Венгріи отъ Арпада до прагматической санкціи"
6003,The British Mission to Uganda in 1893 
6004,Helen Porter 
6005,Turkey; its History and Progress: from the Journals and correspondence of Sir J
6006,Paul Porter and his Brothers
6007,"The West: from the census of 1880, a history of the industrial, commercial, social and political development of the states and territories of the West from 1800 to 1880"
6008,Historical notices of Connecticut; 
6009,Mejico en 1856 y 1857
6010,Episodio histórico del Gobierno Dictatorial del Señor Don I
6011,A Portrait of Geology
6012,1645-1656 Portsmouth Records
6013,Apéndice a los apuntamientos del jeneral J
6014,Borneo; its geology and mineral resources 
6015,The Post Chaise Companion 
6016,The Post Chaise Companion 
6017,"The Journal of Captain William Pote, Jr"
6018,[Статейной списокъ посольства 
6019,Voyage d'Italie
6020,"Geschiedenis der stad en kastelnij van Veurne, door F"
6021,Geschiedenis van de Gemeenten der Provincie Oost-Vlaanderen
6022,"Memoir upon the late War in North America, between the French and English, 1755-60; followed by observations upon the theatre of actual war, "
6023,Daphne and Amintor
6024,[Daphne and Amintor
6025,Histoire politique nationale
6026,"Travels in the Morea, Albania and other parts of the Ottoman Empire, comprehending a general description of those countries "
6027,The United States; its power and progress 
6028,Les Anglais à Amiens pendant la Révolution
6029,"Concini, Maréchal d'Ancre, son gouvernement en Picardie 1611-1617"
6030,Memoir on the survey of Paumben Pass and Adam's Bridge 
6031,Cured by an Incurable
6032,Winifred Power
6033,Opisanie historyczno-statystyczne Wielkiego Ksiezztwa Poznańskiego
6034,"A Suppressed Princess: the authentic, romantic, and painful history of an excluded member of the Royal Family (Lavinia J"
6035,The Poetical Works of Winthrop Mackworth Praed
6036,[The Poetical Works of Winthrop Mackworth Praed
6037,[The Poetical Works of Winthrop Mackworth Praed
6038,The Poems of W
6039,The Political and Occasional Poems of W
6040,Every-day Characters 
6041,"Essays on the political history of the fifteenth, sixteenth, and seventeenth centuries"
6042,"The Praise and Blame of Love, with other verse"
6043,"Ode performed in the Senate House, Cambridge, on the seventh of July MDCCCXXXV"
6044,Ode upon the death of 
6045,Pre-existence
6046,[History of the conquest of Mexico 
6047,[History of the conquest of Mexico 
6048,Historia de la Conquista de Mejico 
6049,Historia de la Conquista de México 
6050,"Historia de la Conquista de Méjico, "
6051,[History of the conquest of Peru
6052,History of the Conquest of Peru 
6053,[History of the Conquest of Peru 
6054,[History of the Reign of Ferdinand and Isabella 
6055,[History of the Reign of Ferdinand and Isabella 
6056,Ulm und sein Münster
6057,"Rome and Italy at the opening of the Œcumenical Council, depicted in twelve letters"
6058,"A Brief Description of the Burrough and Town of Preston, and its government and guild"
6059,Journal of Herbert Edward Pretyman 
6060,"Lippische Regesten, aus gedruckten und ungedruckten Quellen bearbeitet von O"
6061,[Ethnology
6062,"[The Eastern Origin of the Celtic Nations proved by a comparison of their dialects with the Sanskrit, Greek, Latin and Teutonic languages"
6063,Ghosts: being the experiences of Flaxman Low 
6064,"The History and Antiquities of Highgate, Middlesex"
6065,"Pride shall have a Fall; a comedy in five acts [and in prose], with songs "
6066,Priest and Woman
6067,[Little Miss Primrose
6068,"Primrose Hill, a poem: to which are added, The Queen's Jubilee, and other "
6069,The Poetical Works of J
6070,A Letter to 
6071,A Second Letter to 
6072,A Third Letter to 
6073,"[A Chronological History of New England in the form of Annals, "
6074,Select Remains of J
6075,Towards the Mountains of the Moon
6076,The Poetical Works of Thomas Pringle
6077,[African sketches
6078,Lines written on reading verses of Rear-Admiral W
6079,The Poetical Works of Matthew Prior
6080,The Prisons open'd
6081,Tramps in the Tyrol 
6082,Narratives of J
6083,"Polynesian Reminiscences; or, Life in the South Pacific Islands"
6084,[Legends and Lyrics 
6085,The Prodigal; or Marriage-à-la-mode
6086,"The Profligate, a comedy [in five acts and in prose"
6087,A Prospectus of an Ethnographical Institution and Gallery of Nations [proposed by E
6088,"Dijon pittoresque et Dijon qui s'en va, publié sous la direction de M"
6089,"Protestant Popery; or, the Convocation"
6090,Picturesque Antiquities of Bristol
6091,"Voyage à Rio-Grande do Sul, Brésil"
6092,"Das Königreich Preussen in malerischen Original-Ansichten seiner interessantesten Gegenden, merkwürdigsten Städte "
6093,"Statistik des preussischen Staats; Versuch einer Darstellung seiner Grundmacht und Kultur, seiner Verfassung, Regierung und Verwaltung im Lichte der Gegenwart"
6094,A supplementary letter to the correspondence between the Rev
6095,"Énumération et descriptíon sommaire de 64 manuscrits, 6 fragmens et 10 abrégés de l'Histoire de Pologne de J"
6096,General Prschevalskij's forskningsresor i Centralasien
6097,Ancient India as described by Ptolemy; being a translation of the chapters which describe India and Eastern Asia in the treatise on Geography written by Klaudios Ptolemaios 
6098,"Puck: his vicissitudes, adventures, observations, conclusions, friendships, and philosophies, related by himself, and edited by Ouida [pseud"
6099,"[Egypt under Mehemet Ali; translated from the German, by H"
6100,Pueris Reverentia
6101,E
6102,"Paris and its Environs, displayed in a series of two hundred picturesque views, from original drawings, taken under the direction of A"
6103,Die geistigen Bewegungen in Russland in der ersten Hälfte des XIX
6104,"White, Red, Black"
6105,[A General View of the writings of Linnæus
6106,The Punjaub and North-West Frontier of India
6107,Panjabi Sketches
6108,Geschichte des Thurgaus 
6109,[The British American Navigator: 
6110,The Colombian Navigator or Sailing Directory for the American Coasts and the West-Indies
6111,Volume the first (-the second) 
6112,[Memoir 
6113,[Memoir 
6114,"[The New Sailing Directory for the Ethiopic or Southern Atlantic Ocean; including the Coasts of Brazil, &c"
6115,Laurie's Sailing Directory for the Ethiopic or Southern Atlantic Ocean 
6116,"Laurie's Sailing Directory for the Strait of Gibraltar and the Mediterranean Sea; including the Adriatic Sea, the Sea of Marmora, the Euxine "
6117,"Lauries Sailing Directory for the navigation of the North Sea, with its harbours; describing the Eastern Coasts of Great Britain from the Downs to Shetland; and the Coasts of Europe from Calais to the Cattegat"
6118,[A Memorial presented to 
6119,The Pursuits of Fashion
6120,"The Pursuits of Literature, or What you will: a satirical poem, etc"
6121,The English Circumnavigators 
6122,"South Africa: its people, progress, and problems"
6123,Путешествіе ко святымъ мѣстамъ въ 1830 году
6124,Old Salem
6125,[The World's Progress: a Dictionary of Dates
6126,Russian Travellers in Mongolia and China 
6127,Voyage à travers la Mongolie et la Chine
6128,A Prior Claim; a comedy in five acts [and in prose]
6129,"The Maniac of the Pyrenees; or, the Heroic Soldier's Wife"
6130,"Sketches in the Pyrenees; with some remarks on Languedoc, Provence and the Cornice"
6131,Summer and Winter in the Pyrenees
6132,"Pyrna: a Commune; or, Under the Ice"
6133,"Epistles from Bath; or, Q"
6134,"Leaves of Laurel; or, New Probationary Odes, for the vacant Laureatship"
6135,"A Quarter of an Hour before Dinner; or, Quality Binding"
6136,The Pygmies 
6137,The Prussian Race ethnologically considered
6138,"The Rambles of a Naturalist on the coasts of France, Spain and Sicily "
6139,The Queen of the County
6140,"The Queen's Own Songster; comic and sentimental; as sung at the Queen's and all other theatres, For 1838"
6141,"The Queen of the Colonies; or, Queensland as I knew it"
6142,The Truth in regard to England in 1817
6143,Journal of a few months' residence in Portugal and glimpses of the South of Spain 
6144,"[Agrippa, roy d'Albe"
6145,A Poem to the Memory of the Reverend J
6146,"The memory of the late James Grahame, the historian of the United States, vindicated from the charges of “detraction” and “calumny” preferred against him by Mr"
6147,The Quiver of Love
6148,Quixstar
6149,Doctor Quodlibet
6150,Gleanings after “Grand Tour”-ists
6151,Isabel Trevithoe: a poem
6152,[Ye Comical Rhymes of Ancient Times
6153,Parish Memorials relating to Norton Disney in the Diocese and County of Lincoln
6154,Imperial Poems
6155,"W Alpach i za Alpani, przez Ł[ucję], z [Książąt] G[iedrojciów] R[autensztrauchowę]"
6156,"Ostatnia Wajewodzina Wileńska, Helena z Przeźdzeickich Ks"
6157,Jean Chouan et la Chouannerie
6158,Leaves from a Journal [by P
6159,"The British Harmonist; a collection of original songs, serious, comic, satyrical and constitutional"
6160,A Match at Mid-night
6161,A Merrie and Pleasant Comedy 
6162,"The Christmas Ordinary, a Private Show; wherein is expressed the Jovial Freedom of that Festival"
6163,"Letters from the North of Italy, etc"
6164,"The House of Raby; or, our Lady of Darkness"
6165,"The Death of Athaliah, a Scriptural drama [in four acts and in verse], founded on [or rather, translated from] the “Athalie” of Racine: to which are added a few fugitive pieces of sacred poetry"
6166,Fiume gegenüber Croatien
6167,"Verslag eener reis naar Demerary, Grenada en Guadeloupe gedaan "
6168,Good Night
6169,A Light Load 
6170,Songs for Somebody
6171,Yorkshire by the Sea 
6172,Похожденіе въ Землю Святую Князя Радивила Сиротки 1582-1584
6173,The melancholy fate of Sir J
6174,Viaje á Nueva Guinea (Traduccion y arreglo del Dr
6175,"Songs, Duets, Choruses, &c"
6176,"The Diety, a poem"
6177,"Ragguaglio del viaggio compendioso di un dilettante antiquario sorpreso da'Corsari, condotto in Barberia, e felicemente ripatriato, etc"
6178,El Departamento de Ancachs y sus riquezas minerales 
6179,La création de l'homme et les premiers âges de l'humanité 
6180,The Rajah's Heir
6181,"The Rake: or, the Libertine's religion"
6182,"Ralph the Bailiff, and other tales"
6183,"Documents relatifs à la Nonciature de l'Évêque d'Acqui, P"
6184,"Songs, duets, trios and finales in Ramah Droog, or Wine does Wonders; a comic opera [by J"
6185,As Praias de Portugal
6186,The History of Russia from the earliest times to 1877 
6187,"History of Russia, from the earliest times to 1882"
6188,Artigas
6189,Travels in the Pyrenees 
6190,Contributi alla storia biografica e critica di A
6191,"The Gentle Shepherd, a dramatic poem"
6192,"Andrew Ramsay, of Errol"
6193,The Physical Geology and Geography of Great Britain 
6194,Old City Manners
6195,"History of the Untied States, from their first settlement as English Colonies "
6196,"Lancaster and York: a century of English history,-A"
6197,Four Years in Ashantee
6198,"[The Mirrour, a comedy in three acts [and in verse; altered from the Muses' Looking-Glass of T"
6199,Lilliput Lyrics 
6200,"A History of England, principally in the seventeenth century"
6201,Civil Wars and Monarchy in France in the sixteenth and seventeenth centuries: a History of France principally during that period
6202,The Ameer
6203,"The Rape; or, the Innocent Impostors"
6204,"Olney: past and present, with notices of Weston Underwood, Emberton, and Clifton Reynes"
6205,"Paris et ses environs, reproduits par le daguerréotype, sous la direction de M"
6206,Nochmals Hannibals Alpenübergang
6207,"Contributions to Modern History, from the British Museum and the State Paper Office"
6208,"England in 1835: being a series of letters written to friends in Germany, during a residence in London and excursions into the provinces "
6209,"England in 1841, being a series of letters written to friends in Germany, during a residence in London "
6210,Archives de la Bastille
6211,"Ravenna: or, Italian love"
6212,The careless lovers: a comedy [in five acts and in prose
6213,"The English Lawyer; a comedy, etc"
6214,The Wild Flower of Ravensworth
6215,The Right Flank at Gettysburg
6216,Ballads of Brave Deeds 
6217,"Les Naufragés, ou Vingt Mois sur un récif des Iles des Auckland"
6218,The History and Antiquities of Pudsey 
6219,"The History, antiquities and topography of the town of Derby and its environs, illustrated "
6220,"Read's history of the Isle of Axholme: its manors and parishes, with biographical notices of eminent men"
6221,"The Cabinet of Irish Literature: selections from the works of the chief poets, orators, and prose writers of Ireland"
6222,Selections from the works of Charles Reade
6223,"Captain Cox's Library at Coventry, 1575"
6224,"The Real and the Ideal, or Illustrations of Travel"
6225,The Earth and its Inhabitants
6226,The British Isles 
6227,Colombia
6228,Paraguay
6229,The Earth: a descriptive history of the phenomena of the life of the Globe 
6230,Rambling Recollections of a Trip to America
6231,On the sentient faculty and principles of human magnetism; translated from the French of Count de Redern 
6232,Petroleum: a treatise on the geographical distribution and geological occurrence of petroleum and natural gas 
6233,Herne the Hunted! Pantomimic-burlesque
6234,Kilgorman
6235,President Joseph Reed of Pennsylvania
6236,President Reed of Pennsylvania
6237,A Rejoinder to Mr
6238,H
6239,Narratives of tours in India made by 
6240,Montrado
6241,Gwen and Gwladys
6242,The Reformation
6243,A True Reformer 
6244,"Some Account of the Proposed Improvements of the Western part of London, by the formation of the Regent's Park, the New Street "
6245,"The Lay of the Purple Falcon; a metrical romance, now first printed from the original manuscript, in the possession of the Hon"
6246,Un hiver à Paris sous le Consulat 1802-1803 d'après les lettres de J
6247,"Die Völker der Erde nach ihrer Eigenthümlichkeit in Regierungsform, Sitten und Nationaltracht durch Wort und Bild, geschildert nach den Werken eines Barrow, H"
6248,"[Old Oscar, the faithful dog"
6249,The Book of Wedding Days
6250,The Book of the Cheese: being traits and stories of 'ye Old Cheshire Cheese' 
6251,"Off Land's End, Homeward bound; or, Christmas Eve on board the “Oberon"
6252,Through Unexplored Asia 
6253,"The History of the First United States Flag, and the patriotism of Betsy Ross, the "
6254,The Reign of Humbug 
6255,Coleccio de monografías de Catalunya
6256,Præs
6257,"Descrizione dell'arco della Pace in Milano, "
6258,Poetische Reise 1837
6259,"Alturas tomadas en la República del Ecuador en los años de 1871, 1872 y 1873"
6260,Strassburgische Chronik von 1667-1710
6261,Re-edited [by J
6262,Coutumes de Beauvaisis
6263,"The Ship-yard of the Griffon, a brigantine built by René Robert Sieur de La Salle in "
6264,Reminiscences of a Boyhood in the early part of the century 
6265,1789-1889
6266,"Cartulaire de Remoulins, recueilli, classé, annoté et publié par M"
6267,Contributions of a Venerable Savage to the ancient history of the Hawaiian Islands
6268,Newcastle-on-Tyne: its municipal origin and growth 
6269,Theory of the Glaciers of Savoy 
6270,Beauvais & le Beauvaisis dans les temps modernes
6271,The Reign of Doctor J
6272,J
6273,"Die Repgauische Chronik, das Buch der Koenige von Dr"
6274,Philadelphia: the place and the people 
6275,Reprints of Rare Tracts  Imprints of Antient Manuscripts 
6276,"The New Republic: or, Culture, Faith, and Philosophy in an English Country House"
6277,Res judicata
6278,Das Jahr 1848
6279,Datos históricos de la guerra del Paraguay con la Triple Alianza
6280,Restored
6281,The Retort Courteous [to strictures by Thomas Hamilton in Blackwood's Magazine on the author's poem “Dunluce Castle
6282,"Ruins of the Rhine, their times and traditions"
6283,An Old Story of my Farming Days-Ut mine Stromtid
6284,"A Tour of duty in California; including a description of the Gold Region; and an account of the Voyage around Cape Horn; with notices of Lower California, the Gulf and Pacific Coasts and the principal events attending the conquest of the Californias "
6285,"The Poetical Review, a poem"
6286,The revival of English poetry in the nineteenth century
6287,Naples sous Garibaldi
6288,Campaign between the French Army of the East and the British and Turkish forces in Egypt 
6289,My First Season
6290,"Mary Price; or, the Memoirs of a servant-maid "
6291,Peter Bell
6292,Dějiny Čech a Moravy nové doby
6293,"An Autumn near the Rhine; or, sketches of courts, society, scenery, &c"
6294,"[An Autumn near the Rhine; or, sketches of courts, society, scenery, &c"
6295,"The Rhine, from its source to the sea"
6296,"Slight Reminiscences of the Rhine, Switzerland, and a Corner of Italy"
6297,"Yorkshire Scenery; or, Excursions in Yorkshire, with delineations of the most interesting objects engraved by G"
6298,Random Rhymes
6299,Histoire de Bordeaux pendant le règne de Louis XVI
6300,"Monographie de la Ville et du Canton de Nontron, Dordogne "
6301,The Blue Ribbon
6302,"La France, types, mœurs et merveilles de la Nature "
6303,"The Description of Britain, translated [by H"
6304,Les Représentants du Peuple en mission dans les Hautes-Pyrénées
6305,Walter and William; an historical ballad
6306,[Walter and William; an historical ballad
6307,"The English Princess, or, the Death of Richard the III"
6308,Wanderings through the ruins of Heidelberg Castle and its environs
6309,"Medea; a poem, "
6310,"Narrative of a mission to Central Africa, performed in the years 1850-51"
6311,Travels in Morocco: by 
6312,The Quakri at Lurgan by Two of Themselves [J
6313,"Eight Years in Canada, embracing a review of the administrations of Lords Durham and Sydenham, Sir C"
6314,Movements of the British Legion; with strictures on the course of conduct pursued by Lieut
6315,"On Peat as a substitute for Coal, including details of I"
6316,The Gathering Ode of the Fenwyke of Northumberland
6317,A Short History of the Irish people 
6318,Salvia Richmond
6319,Geschichte der Stadt Paderborn 
6320,"Notes on Assaying, etc"
6321,"“Scotland Yet,” and other verses "
6322,The Story of South Africa 
6323,"Soho and its Associations, historical, literary and artistic"
6324,Ancient Streets and Homesteads of England 
6325,Rambles round Rugby 
6326,"The Bridal Ring; or, the Maiden's sacrifice"
6327,John Milton and his times
6328,Ripon Millenary [1886]
6329,Riquet of the Tuft
6330,"Risum teneatis? Amici: or, A True and diverting account of a late battle between a priest and a porter"
6331,"Liber Fluviorum; or, River Scenery of France depicted in sixty-one line engravings from drawings by J"
6332,"Liber Fluviorum; or, River Scenery of France"
6333,"Turner's Rivers of France, with an introduction by John Ruskin"
6334,Scottish Songs
6335,Histoire de la Philosophie 
6336,"Die Erdkunde im Verhältniss zur Natur und zur Geschichte des Menschen; oder, allgemeine vergleichende Geographie "
6337,The Comparative Geography of Palestine and the Sinaitic Peninsula
6338,Ritters geographisch-statistisches Lexikon 
6339,Geografiskt-statistiskt Lexikon 
6340,Geschichte der Erdkunde und der Entdeckungen 
6341,"The rivals; or, The spectre of the Hall"
6342,Historia de la administracion de D
6343,All along the River
6344,"The Traytor, a tragedy [in five acts and in verse] with alterations, amendments and additions"
6345,Cursory notices of the Rev
6346,The Robber's Wife
6347,"Poems on various subjects, and on several occasions "
6348,"Miscellaneous pieces in verse; written at various times, on different subjects "
6349,1795
6350,"Adrift in America, or, Work and Adventure in the States "
6351,Roberts's Chester Guide 
6352,"Y Cwtta Cyfarwydd: “the chronicle written by the famous clarke, Peter Roberts,” "
6353,"Letters on Paraguay, comprising an account of a four years residence in that Republic, under the government of the Dictator Francia"
6354,Letters on South America; comprising travels on the banks of the Paranà and Rio de la Plata
6355,David Garrick
6356,[The Works of William Robertson 
6357,Histoire de l'Amérique par W
6358,[The history of Scotland 
6359,[The history of Scotland 
6360,"Histoire et Panorama d'un beau pays, ou St Malo, St Servan, Dinan, Dol et environs "
6361,Le Procès des Dantoistes [G
6362,The Kansas Conflict
6363,For the Honour of the Flag
6364,"Biblical Researches in Palestine, Mount Sinai, and Arabia Petræa"
6365,"[Biblical Researches in Palestine, Mount Sinai, and Arabia Petræa"
6366,"[Biblical Researches in Palestine, Mount Sinai, and Arabia Petræa"
6367,A Tribute 
6368,Refutation of Lieutenant Wellsted's Attack upon Lord Valentia's 
6369,"The Betrayal of Metz: being a new and revised edition of “The Fall of Metz,” with a postscript containing a summary of the proceedings of the Court-Martial upon Marshal Bazaine "
6370,"Sketches of Durban and its Harbour in 1891, by C"
6371,Johnny Robinson: the story of the childhood and schooldays of an “Intelligent Artisan
6372,The Poetical Works of the late Mrs
6373,Monody to the memory of the late Queen of France [Marie Antoinette
6374,"[Memorias de la Revolucion de Megico, y de la Espedicion del General D"
6375,Englisches Lesebuch 
6376,"Memoirs of the War of the French in Spain, "
6377,À propos d'un livre récent sur la Tunisie [by H
6378,Wanderings through the cities of Italy in 1850 and 1851
6379,A
6380,Southern and Western Texas Guide for 1878
6381,"A Faithful Statement of all the facts and circumstances which have recently occurred relative to that part of the burial ground within the parish of Stoke Damerell, "
6382,The Island of the Saints: a pilgrimage through Ireland
6383,Roderick
6384,"[The Countess's Speech to her son Roderigo, upon her first seeing him, after he was wounded in his late duel"
6385,Poems and Songs 
6386,The Reports on the present state of the United Provinces of South America; drawn up by Messrs
6387,"Un Habitant d'Udine (Nicolo Mandrisio) à Paris et à Versailles, en 1698"
6388,"Rodondo; or, the State Jugglers"
6389,"Conquista i descubrimiento del nuevo reino de Granada de las Indias Occidentales del mar océano, i fundacion de la ciudad de Santa Fe de Bogotá, etc"
6390,"Old London Bridge, a romance of the sixteenth century"
6391,Deutsche Pilgerreisen nach dem Heiligen Lande
6392,"Kroniek der stad Roermond van 1562-1638, [probably by J"
6393,Fragments d'Histoire
6394,The Golden Sheaf: poems contributed by living authors
6395,"An Account of two remarkable trains of Angular Erratic Blocks, in Berkshire, Massachusetts, with an attempt at an explanation of the phenomena"
6396,The Poetical Works of Samuel Rogers
6397,"[The pleasures of memory, and other poems"
6398,"Ethnogénie Gauloise, ou mémoires critiques sur l'origine et la parenté des Cimmériens, des Cimbres, des Ombres, etc"
6399,A Quaint Catalogue of Antiquities in the possession of Mr
6400,Kufra
6401,Adventures in Morocco and Journeys through the Oases of Draa and Tafilet
6402,Naples in 1888 
6403,"The Rolliad, in two parts: Probationary Odes for the Laureatship, and Political Miscellanies: with criticisms and illustrations"
6404,"[The ancient history of the Egyptians, Carthaginians, Assyrians, etc"
6405,New England Bygones 
6406,Roman Candles [Sketches of manners and customs at Rome
6407,"Tablettes Romaines; contenant des faits, des anecdotes et des observations sur les mœurs, les usages, les cérémonies, le gouvernement de Rome"
6408,"The Military Operations of General Beauregard in the war between the States, 1861 to 1865"
6409,Romance; a poetical capriccio
6410,The Romance of a Dull Life
6411,A Romance of the Recusants
6412,A Selection from the Poems of George John Romanes
6413,Otia Cornicensia
6414,"La Russie ancienne et moderne, d'après les chroniques nationales, etc"
6415,The “Jorrocks” edition
6416,Letters from the Western Pacific and Mashonaland 1878-1891
6417,Wisby
6418,Dr
6419,Rookstone
6420,Roots
6421,My Sister Rosalind
6422,La Cité de Bigorre
6423,The Continental Tourist
6424,"The London and Birmingham Railway, with the home and country scenes on each side of the line "
6425,"[The Butterfly's Ball, and the Grasshopper's Feast"
6426,"[The butterfly's ball, and the grasshopper's feast"
6427,Red as a Rose is She
6428,[Red as a Rose is She
6429,The Rose-Garden
6430,"[Westmorland, Cumberland, Durham, and Northumberland, illustrated from original drawings by T"
6431,"Roseberry-Toppin: or, the Prospect of a summer's day: a descriptive poem"
6432,Der Malayische Archipel
6433,Microscopical Physiography of the Rock-making Minerals: an aid to the microscopical study of rocks 
6434,"Blue Roses; or, Helen Malinofska's marriage"
6435,"Blue Roses, or Helen Malinofska's marriage"
6436,The Roses
6437,Roses and Holly: a gift-book for all the year
6438,Les Chroniques de Genève 
6439,[Extracts of a Virginian Voyage made an
6440,Geschichte der Stadt Breisach 
6441,"A Narrative of the Campaigns of the British Army at Washington and New Orleans, under Generals Ross, Pakenham and Lambert, in the years 1814 and 1815 "
6442,A Narrative of the Campaigns of the British Army 
6443,"[Helenore; or the fortunate shepherdess, etc"
6444,Message of the principal chief (J
6445,"Verhaal van eenen tweeden zeetogt, en van verscheidene landreizen, in de Noordpool-gewesten "
6446,"The Highlands of Cantabria, or Three Days from England"
6447,Rossel
6448,The Poetical Works of Dante Gabriel Rossetti
6449,"Collezione delle più interessanti vedute e monumenti della città di Pisa, disegnate dal vero da G"
6450,Rossmoyne
6451,The Doldenhorn and Weisse Frau
6452,Rothley Temple; a poem
6453,"General History of the World, from the earliest times until the year 1831"
6454,Rouen illustré
6455,"Geographie des Menschen, ethnographisch, statistisch und historisch "
6456,Rough and Smooth
6457,Histoire d'Angleterre 
6458,"Our Polly: the adventures of a parrot, etc"
6459,Œuvres complètes de Jean Jacques Rousseau
6460,The Cunning-Man 
6461,"Histoire et description du Château d'Anet, depuis le dixième siècle jusqu'à nos jours"
6462,Documents relatifs à la Révolution Française extraits des œuvres inédites de Alexandre Rousselin Corbeau de Saint-Albin 
6463,Histoire illustrée des rues de Grenoble
6464,L'Histoire du Mexique
6465,Local Chronology; being notes of the principal events published in the Kendal newspapers since their establishment
6466,The Miscellaneous Works in prose and verse of Mrs
6467,A Perambulation of the Antient and Royal Forest of Dartmoor 
6468,"[When you see me, you know me"
6469,Études sur l'Autriche
6470,Anvers port de mer
6471,"Djin-Djin, the Japanese Bogie Man, etc"
6472,"The Vision of Rubeta, an epic story of the island of Manhattan"
6473,Eine Orientreise vom Jahre 1881 
6474,Travels in the East; including a visit to Egypt and the Holy Land
6475,"Géographie militaire de l'Italie, d'après le Colonel Rudtorffer et L"
6476,Waldtraut: a story of the forest
6477,Svea Rikes Historia från de äldsta tider till Konung Carl XII
6478,Aus der Paulskirche
6479,Tilly in Oldenburg und Mansfelds Abzug aus Ostfriesland
6480,"[Annales Briochines, ou abrégé chronologique de l'histoire ecclésiastique, civile et littéraire du Diocèse de Saint Brieuc, etc"
6481,"Notice historique sur la Commune de Rummen et sur les anciens fiefs de Grasen, Wilne, Bindervelt et Weyer en Hesbaye"
6482,Rumour
