,Authors	Contributors,Author,Contribututors
6634,,,"MICHELSEN, Andreas Ludwig Jacob."
6635,,"SAYER, Frederick.","COLLINGWOOD, Cuthbert "
6636,,"SAYER, W.","GILKS, Thomas."
6637,,"SAYERS, Harry.","TWELLS, Henry."
6638,,,"GENT, L. C."
6639,,"SCADDING, Henry ","DENT, John Charles."
6640,,,"HARTLEY, W. M. B."
6641,,,"P., J."
6642,,,"SHUTTLEWORTH, James Phillips Kay "
6643,,"SCHAFF, Philipp ","GILMAN, Arthur."
6644,,"SCHARLING, Carl Henrik.","MICHELSEN, Alexander."
6645,,"SCHAUENBURG, Eduard.","CLAPPERTON, Hugh."
6646,,"SCHAYES, Antoine Guillaume Bernard.","PIOT, Guillaume Joseph Charles."
6647,,"SCHAYES, Antoine Guillaume Bernard.","DESSEL, Camille van."
6648,,"SCHEFFEL, Joseph Victor von.","ROSS, Rebecca Sophia."
6649,,"SCHEFFER, Frederick ","O'DONALD, Peregrine "
6650,,"Schelling, Friedrich Wilhelm Joseph von","Jacobi, Friedrich Heinrich"
6651,,"SCHERMERHORN, John F. ","MILLS, Samuel John "
6652,,"SCHERZER, Carl von.","HUMBOLDT, Friedrich Heinrich Alexander von "
6653,,"SCHERZER, Carl von.","HUMANN, Carl."
6654,,"SCHERZER, Carl von.","BARGIGLI, Theodor."
6655,,"SCHERZER, Carl von.","WAGNER, Moritz "
6656,,"SCHERZER, Carl von ","SCHWARZ, Eduard."
6657,,"SCHIAVINA, Guillelminus.",FERRERUS
6658,,"Schiller, Friedrich","DUNCAN, James Marriott."
6659,,"SCHILLING, Diebold.","TOBLER, Gustav "
6660,,"SCHINKEL, B. von.","ALIN, Oskar Josef."
6661,,"SCHLADEN, Carl Friedrich Gottlieb von.","L., L. v."
6662,,"SCHLEGEL, Carl Wilhelm Friedrich von.","ROBERTSON, James Burton."
6663,,"Schleiermacher, Friedrich","DOBSON, William "
6664,,"SCHLESINGER, Max.","WENCKSTERN, Otto von."
6665,,"SCHLICHTER, Heinrich G.","BESSER, W. "
6666,,"SCHLICHTING, Marcus.","Karsten, Hermann"
6667,,"SCHLIEPHAKE, F. W. Theodor.","MENZEL, Carl."
6668,,"SCHLOSSER, Friedrich Christoph.","KRIEGK, Georg Ludwig."
6669,,"SCHLOSSER, Friedrich Christoph.","CREIZENACH, Theodor "
6670,,"SCHMIDL, A. Adolf.","WASTLER, Josef."
6671,,"SCHMIDL, Carl G. ","LUFT, Michael."
6672,,"SCHMIDT, Ferdinand ","BURGER, Ludwig."
6673,,"SCHMIDT, Wilhelm Adolf.","RUEHL, Franz."
6674,,"SCHMIDT, Wilhelm Adolf.","STERN, Alfred "
6675,,"SCHMIDT, Wilhelm Adolf.","VIOLLET, Paul."
6676,,"SCHMIEDT, Johann.","BERGENGRUEN, Alexander "
6677,,"SCHMITZ, Leonhard.","SCHARF, George "
6678,,"SCHMITZ, Leonhard.","WATSON, Christopher Knight."
6679,,"SCHMOELZL, Joseph Maximilian.","HEYDT, E."
6680,,"SCHMUCKER, Samuel Moshaim.","BROCKETT, Linus Pierpont."
6681,,"SCHNABEL, Carl.","LOUIS, Henry."
6682,,"SCHNITZER, Eduard Carl Oscar Theodor ","FELKIN, Robert William."
6683,,"SCHNITZER, Eduard Carl Oscar Theodor ","FELKIN, Robert William "
6684,,"SCHOEMANN, Georg Friedrich.","Bosanquet, Bernard"
6685,,SCHOENAICH,"SYMONDS, afterwards VAUGHAN, Margaret."
6686,,"SCHOENER, Johann ","COOTE, Charles Henry "
6687,,"SCHOENER, Reinhold.","MEUGENS, afterwards BELL, Nancy R. E."
6688,,"SCHOEPFLIN, Johann Daniel.","RAVENÈZ, L. W."
6689,,"SCHOETTER, Johann.","HERCHEN, K. A."
6690,,"SCHOLLIUS, Joannes.","SANDER, Ed."
6691,,"SCHÖNBERG, Anders.","ARWIDSSON, Adolf Iwar."
6692,,,"Griffith, (Elizabeth) "
6693,,,"MONCRIEFF, Ascott Robert Hope."
6694,,"SCHREIBER, Carl ","FAERBER, Alexander."
6695,,"SCHREIBER, Carl ","FAERBER, Alexander."
6696,,"SCHROLLER, Franz.","BLAETTERBAUER, Theodor."
6697,,"SCHUECK, Richard ","KAYSER, Paul."
6698,,"SCHUEREN, Gherard van der.","TROSS, Carl Ludwig Philipp."
6699,,"SCHULIN, Philipp Friedrich.","JUNG, Rudolf "
6700,,"SCHULZ, Aurel ","HAMMAR, August "
6701,,"SCHUMACHER, Andreas ","SCHUMACHER, Johannes "
6702,,"SCHWAB, Gustav Benjamin.","HOTTINGER, Johann Jacob "
6703,,"SCHWARTZ, Marie Sophie.","WOOD, Annie."
6704,,"SCHWARZ, Joseph ","LEESER, Isaac."
6705,,"SCHWARZ, Joseph ","Schwarz, Israel."
6706,,"SCHWATKA, Frederick.","HYDE, John "
6707,,SCHWEIGER,"KIRCHNER, J. J."
6708,,"Schweinfurth, Georg August","FREWER, Ellen E."
6709,,"Schweinfurth, Georg August","M., A."
6710,,"SCHWIND, Ernst von ","DOPSCH, Alfons."
6711,,,"BLUNTSCHLI, Johann Caspar."
6712,,"SCHYNSE, August Wilhelm.","HESPERS, Carl."
6713,,"SCOT, Elizabeth ","BLACKLOCK, Thomas."
6714,,"SCOT, Walter ","WINNING, John G."
6715,,"SCOTT, Alexander ","MACKEAN, William "
6716,,"Scott, Clement","Du Maurier, George"
6717,,"SCOTT, E. P.","STANLEY, Henry Morton "
6718,,"SCOTT, James ","RUTHVEN, John "
6719,,"SCOTT, John ","MOSBY, John Singleton."
6720,,"SCOTT, Thomas ","Surtees, Robert Smith"
6721,,"Scott, Walter ","Foster, Myles Birket"
6722,,"Scott, Walter ","GILBERT, Frederick "
6723,,"Scott, Walter ","ROSSETTI, William Michael."
6724,,"Scott, Walter ","SCOTT, William Bell."
6725,,"Scott, Walter ","ROSSETTI, William Michael."
6726,,"Scott, Walter ","SCOTT, William Bell."
6727,,"Scott, Walter ","MINTO, William."
6728,,"Scott, Walter ","WESTALL, Richard."
6729,,"Scott, Walter ","LAFITTE, Jean Baptiste Pierre."
6730,,"Scott, Walter ","OLLIFFE, Charles."
6731,,"Scott, Walter ","PEGRAM, Frederick."
6732,,"Scott, Walter ","WESTALL, Richard."
6733,,"Scott, Walter ","BROCK, Charles Edmund."
6734,,"Scott, Walter ","WESTALL, Richard."
6735,,"Scott, Walter ","FOSTER, Birket."
6736,,"Scott, Walter ","WOODWARD, Alfred Ernest."
6737,,"Scott, Walter ","FOSTER, Birket."
6738,,"Scott, Walter ","HENKEL, Wilhelm."
6739,,"Scott, Walter ","Foster, Myles Birket"
6740,,"Scott, Walter ","EVANS, Thomas "
6741,,"Scott, Walter ","PAGET, Sidney."
6742,,"Scott, Walter ","SULLIVAN, Edmund Joseph."
6743,,"Scott, Walter ","TOWNSEND, Frederick Henry."
6744,,"Scott, Walter ","STOTHARD, Thomas."
6745,,"Scott, Walter ","LEGRAND, Alfred."
6746,,"Scott, Walter ","BROCK, Henry Matthew."
6747,,"Scott, Walter ","DOBSON, William T."
6748,,"Scott, Walter ","DOBSON, William T."
6749,,"Scott, Walter ","ALLEN, John Carter "
6750,,"SCOTT, Winfield ","MARCY, William Learned."
6751,,,"Maidment, James"
6752,,,"COOKE, Thomas "
6753,,"SCUSSA, Vincenzo.","CAMERONI, Francesco."
6754,,,"MACQUOID, Katharine Sarah."
6755,,,"KILPATRICK, afterwards KIRKPATRICK, James."
6756,,,"GORDON, Adam Lindsay."
6757,,,"SPRIGGE, John Joshua."
6758,,"SEARING, A. E.P.","LAUBER, Joseph "
6759,,Sedaine,"BURGOYNE, John "
6760,,Sedaine,"BURGOYNE, John "
6761,,,"PHILIPPOTEAUX, A. "
6762,,"SEDGWICK, Henry Dwight ","PLATT, Jonas."
6763,,"SEELAENDER, Otto.","SECKENDORF, Friedrich Heinrich von "
6764,,"SÉGUIN, afterwards STRAHAN, Lisbeth Gooch.","Eliot, George"
6765,,"SÉGUR, Louis Philippe de ","GALVÁN RIVERA, Mariano."
6766,,"SÉGUR, Philippe Paul de ","GOURGAUD, Gaspard "
6767,,,"BRUNTON, Mary "
6768,,,"COLLIER, George "
6769,,"SELLERS, Charles.","HARPER, Herbert Edward."
6770,,"Selous, Frederick Courteney","WHYMPER, Edward."
6771,,"SELWYN, Alfred Richard Cecil.","DAWSON, George Mercer."
6772,,SEMENOV,"FILIPPOV, N."
6773,,"SEMEVSKY, Mikhail Ivanovich.","ARAKCHEEV, Aleksei Andreevich "
6774,,"SEMMES, Raphael ","SCOTT, Winfield "
6775,,"SEMPILL, Robert ","SEMPILL, James "
6776,,"SEMPLE, David ","SEMPLE, William "
6777,,"SEMPLE, David ",Mary 
6778,,"Seneca, Lucius Annaeus","Vogel, Emil Ferdinand."
6779,,"Seneca, Lucius Annaeus","NAUTA, Bavius Antonius."
6780,,"Seneca, Lucius Annaeus","T., J."
6781,,,"IBBETT, William Joseph."
6782,,"SERAPHIM, August.","BOTH, Hermann."
6783,,"SERAPHIM, Ernst ","SERAPHIM, August."
6784,,"SEREDONIN, Sergyei Mikhailovich.","Fletcher, Giles"
6785,,"SERERHARD, Nicolaus.","MOHR, Conradin von."
6786,,"SERPA PINTO, Alexandre Alberto de.","ELWES, Alfred "
6787,,"SERRA, Girolamo ","BANCHERO, Giuseppe."
6788,,"SERVONNET, Jean ","LAFITTE, Fernand."
6789,,"SETOUN, Gabriel ","Robinson, Charles"
6790,,"SETTERWALL, Nils Kristian.","THURLOE, John."
6791,,"SETTLE, Elkanah.","MAYER, Johann Friedrich "
6792,,"SETTLE, Elkanah.","FANSHAWE, Richard "
6793,,"SEUBERT, Adolf Friedrich.","BECK, Carl Edvard "
6794,,"SEUE, C. de.","SEXE, Sjurd Aamundsen."
6795,,"SEVERIN, Anne.","CRAVEN, Pauline Marie Armande Aglaé."
6796,,,"Griffith, (Elizabeth) "
6797,,"SEWALL, Samuel ","SEWALL, Charles C."
6798,,"SEWARD, William Henry.","SEWARD, Olive Risley."
6799,,"SHADWELL, Thomas ","D'Urfey, Thomas"
6800,,"SHAFFNER, Taliaferro Preston.","BALL, Charles "
6801,,"SHAFONSKY, Athanasy.","SUDIENKO, Mikhail."
6802,,,"HUTCHINS, John "
6803,,"Shakespeare, William","HANMER, Thomas "
6804,,"Shakespeare, William","HANMER, Thomas "
6805,,"Shakespeare, William","STOCKDALE, John "
6806,,"Shakespeare, William","STEEVENS, George."
6807,,"Shakespeare, William","CAPELL, Edward."
6808,,"Shakespeare, William","HEATH, Charles "
6809,,"Shakespeare, William","HARNESS, William."
6810,,"Shakespeare, William","HARVEY, W."
6811,,"Shakespeare, William","CATUELAN, de "
6812,,"Shakespeare, William","STEEVENS, George."
6813,,"Shakespeare, William","CALDECOTT, Thomas."
6814,,"Shakespeare, William","PITMAN, John Rogers."
6815,,"Shakespeare, William","CALDECOTT, Thomas."
6816,,"Shakespeare, William","SLATER, Edward "
6817,,"Shakespeare, William","HAWKINS, William "
6818,,"Shakespeare, William","LEONI, Michele."
6819,,"Shakespeare, William","BARNETT, Thomas Duff."
6820,,"Shakespeare, William","LEONI, Michele."
6821,,"Shakespeare, William","Kemble, John Philip"
6822,,"Shakespeare, William","TATE, Nahum."
6823,,"Shakespeare, William","TATE, Nahum."
6824,,"Shakespeare, William","LEONI, Michele."
6825,,"Shakespeare, William","WHATELY, Thomas "
6826,,"Shakespeare, William","BARNETT, Thomas Duff."
6827,,"Shakespeare, William","LEONI, Michele."
6828,,"Shakespeare, William","Fiebig, Otto."
6829,,"Shakespeare, William","LEONI, Michele."
6830,,"Shakespeare, William","BARNETT, Thomas Duff."
6831,,"Shakespeare, William","Kemble, John Philip"
6832,,"Shakespeare, William","SHADWELL, Thomas "
6833,,"Shakespeare, William","LEONI, Michele."
6834,,"Shakespeare, William","HOLT, John "
6835,,"Shakespeare, William","SHADWELL, Thomas "
6836,,"Shakespeare, William","RAVENSCROFT, Edward "
6837,,"Shakespeare, William","OAKLEY, Benjamin."
6838,,"Shakespeare, William","DODD, William "
6839,,"Shakespeare, William","MORGAN, Aaron Augustus."
6840,,"Shakespeare, William","GENT, L. C."
6841,,"Shakespeare, William","MALONE, Edmond."
6842,,"Shakespeare, William","MONTAGU, Elizabeth "
6843,,"Shakespeare, William","HANMER, Thomas "
6844,,"Shakespeare, William","TYRWHITT, Thomas "
6845,,"Shakespeare, William","WHATELY, Thomas "
6846,,"Shakespeare, William","CHALMERS, George "
6847,,"Shakespeare, William","GRIMALDI, Joseph "
6848,,"Shakespeare, William","FELTON, Samuel."
6849,,"Shakespeare, William","COLLINS, John "
6850,,"Shakespeare, William",G
6851,,"SHARP, Thomas ","FRETTON, William George."
6852,,"SHARPE, Charles Kirkpatrick.","LAING, David "
6853,,"SHCHEBAL'SKY, Petr Karlovich.","GOLITSUIN, Sergy Mikhailovich "
6854,,"SHEA, John Dawson Gilmary.","LIÉNARD DE BEAUJEU, Daniel Hyacinthe Marie."
6855,,"SHEARD, Virna.","BIRCH, Reginald Bathurst."
6856,,,"LEADER, John Daniel."
6857,,"SHEFFIELD, Edmund ","THORNTON, John Wingate."
6858,,"Shelley, Mary Wollstonecraft","FORMAN, Harry Buxton."
6859,,"Shelley, Percy Bysshe","Shelley, Mary Wollstonecraft"
6860,,"Shelley, Percy Bysshe","Shelley, Mary Wollstonecraft"
6861,,"Shelley, Percy Bysshe","ROSSETTI, William Michael."
6862,,"Shelley, Percy Bysshe","ROSSETTI, William Michael."
6863,,"Shelley, Percy Bysshe","Scott, William Bell"
6864,,"Shelley, Percy Bysshe","Scott, William Bell"
6865,,"Shelley, Percy Bysshe","FORMAN, Harry Buxton."
6866,,"Shelley, Percy Bysshe","Shelley, Mary Wollstonecraft"
6867,,"Shelley, Percy Bysshe","SHEPHERD, Richard Herne "
6868,,"Shelley, Percy Bysshe","Shelley, Mary Wollstonecraft"
6869,,"Shelley, Percy Bysshe","WOODBERRY, George Edward."
6870,,"Shelley, Percy Bysshe","SEYBT, Julius."
6871,,"Shelley, Percy Bysshe","GISBORNE, John."
6872,,"Shelley, Percy Bysshe","SHEPHERD, Richard Herne "
6873,,"Shelley, Percy Bysshe","FORMAN, Harry Buxton."
6874,,"Shelley, Percy Bysshe","DORIAN, Tola "
6875,,"Shelley, Percy Bysshe","Garnett, Richard"
6876,,"Shelley, Percy Bysshe","WICKENBURG, Albrecht "
6877,,"Shelley, Percy Bysshe","H., P."
6878,,"Shelley, Percy Bysshe","BROOKE, Stopford Augustus."
6879,,"Shelley, Percy Bysshe","ALEXANDER, William John."
6880,,"Shelley, Percy Bysshe","MANCINI, Diocleziano."
6881,,,"ROBERTSON, Margaret Murray."
6882,,"SHENSTONE, William.","Gilfillan, George"
6883,,"SHEPHERD, George ","DAVIDSON, Martha Helen."
6884,,"SHEPHERD, Thomas Hosmer.","Britton, John"
6885,,"SHEPPARD, John ","SKETCH, Jack "
6886,,"SHEPPARD, John George ","EVANS, Lewis "
6887,,"SHERIDAN, Richard Brinsley Butler ","Abbey, Edwin Austin"
6888,,"SHERIDAN, Richard Brinsley Butler ","MEISSNER, Carl "
6889,,"SHERLEY, Anthony ","SHERLEY, Robert "
6890,,"Sherring, M. A. (Matthew Atmore)","HALL, Fitz"
6891,,"SHERWILL, Markham.","P......R, Alexander."
6892,,"SHERWOOD, John D.","SCRATCHLY, Harry "
6893,,"SHEWELL, John Talwin.","SHEWELL, Elizabeth."
6894,,"SHIELDS, Alexander.","RENWICK, James "
6895,,"SHILLETO, Richard.","GROTE, George."
6896,,,"DALYELL, John Graham "
6897,,,"GILBERT, William "
6898,,"SHIRLEY, Henry ","K., I."
6899,,"SHORE, Louisa C.","Harrison, Frederic"
6900,,"SHORE, Louisa C.","SHORE, Arabella."
6901,,"SHORE, Thomas William ","ELWES, J. W."
6902,,,"Shortt, John"
6903,,,"ACTON, F. Stackhouse."
6904,,,"ACTON, F. Stackhouse."
6905,,"SHUL'GIN, Ivan Petrovich.","MAKIN, V."
6906,,SH,"Hervey, John Hervey "
6907,,"SIBORNE, William.","GLEIG, George Robert."
6908,,"SIBREE, afterwards HALL, Marie.","BOYLE, John Roberts."
6909,,"SIBREE, afterwards HALL, Marie.","AVELING, Thomas William Baxter."
6910,,,"Bartlett, W. H. (William Henry)"
6911,,,"DeWint, Peter"
6912,,,"BOID, Edward."
6913,,"SICKEL, Theodor von.","PERTZ, Carl August Friedrich."
6914,,,"HASELER, H."
6915,,"SIDNEY, Henry ","BLENCOWE, Robert Willis."
6916,,"Sidney, Philip ","GRAY, William "
6917,,"Sidney, Philip ","MacDonald, George"
6918,,"SIDNEY, Robert ","BLENCOWE, Robert Willis."
6919,,"Siebold, Philipp Franz von","COWAN, Frederick Martin."
6920,,"SIEGENBEEK, Matthijs.","BEIJERMAN, Hugo."
6921,,"SIEGENBEEK, Matthijs.","WAGENAAR, Jan."
6922,,"Sienkiewicz, Henryk.","YOUNG, Iza."
6923,,"SIEVERS, Wilhelm.","DECKERT, Emil."
6924,,"SIEVERS, Wilhelm.","FRIEDERICHSEN, L."
6925,,,"SINCLAIR, John "
6926,,"SILENCE, Samuel ","RISLEY, Herbert Hope "
6927,,"SILVA, Manuel Maria ","DOMINGUEZ, Rafael."
6928,,,"JACQUES, Charles Austen."
6929,,"SILVESTER, Tipping.","SILVESTER, George."
6930,,"SILVESTRE, Paul Armand.","LANOS, Henri."
6931,,,"BROOKFIELD, Arthur Montagu."
6932,,"SIMONDE DE SISMONDI, Jean Charles Léonard.","BELLINGHAM, William "
6933,,"SIMONIN, Louis.","BRISTOW, Henry William."
6934,,"SIMONS, Lydia Lillybridge.","L., E."
6935,,"SIMPSON, Katherine.","ATKINSON, John Christopher."
6936,,"SIMPSON, William ","MILLAR, Alexander Hastie."
6937,,"SIMSON, James ","CARLYLE, Jane Welsh."
6938,,,"Browne, Frances"
6939,,"SINCLAIR, Thomas ","KENNEDY, Robert "
6940,,"SINCLAIR, Thomas ","KENNEDY, Robert "
6941,,,"Grand, Sarah."
6942,,"SINIGAGLIA, Leone.","GARWOOD, Edmund J."
6943,,,"HOUSTOUN, Matilda Charlotte."
6944,,"SIPMA, Sjoerd Aukes.","N., N."
6945,,,"LUMLEY, Benjamin."
6946,,,"HOPKINS, Arthur "
6947,,,"Roberts, Margaret"
6948,,"SITGREAVES, Lorenzo.","Baird, Spencer Fullerton"
6949,,ṢIVACHANDRA VASU,"Hastie, W. (William)"
6950,,,"MILBANK, Frederick Acclom "
6951,,"Skeat, Walter W. (Walter William)","BERDMORE, Septimus."
6952,,"SKELTON, John ","DYCE, Alexander."
6953,,"SKELTON, John ",Mary 
6954,,"SKENE, James Henry.","Stratford de Redcliffe, Stratford Canning "
6955,,"SKINNER, Thomas ","SKINNER, Annie."
6956,,"SKIPSEY, Joseph.","WATSON, Robert Spence "
6957,,"SLADDEN, Dilnot.","SLADDEN, John."
6958,,"SLADEN, Douglas Brooke Wheelton.","MARTIN, Arthur Patchett."
6959,,"SLADEN, Douglas Brooke Wheelton.","HURD, Percy Angier "
6960,,"SLATER, Ernest Ethelbert ","LAYCOCK, William "
6961,,"SLATER, Philemon.","DALE, H. Sheppard."
6962,,"SLATIN, Rudolf Carl ","Kelly, R. Talbot (Robert Talbot)"
6963,,"SLAVATA, Vilém ","JIREČEK, Josef."
6964,,"SLIGHT, Henry ","SLIGHT, Julian."
6965,,"SLOAN, Robert W.","HOLLISTER, Ovando J."
6966,,"Smart, Christopher","Murphy, Arthur"
6967,,"SMART, Christopher.","TUTIN, John Ramsden."
6968,,"SMEDLEY, Francis Edward.","YATES, Edmund Hodgson."
6969,,"SMIFF, Saul ","COUTTS, Tristram."
6970,,"SMITH, Albert Richard.","LEECH, John "
6971,,"SMITH, Albert Richard.","LEECH, John "
6972,,"SMITH, Albert Richard.","LEECH, John "
6973,,"SMITH, Albert Richard.","LEECH, John "
6974,,"SMITH, Aquilla.","HAUGHTON, Samuel "
6975,,"SMITH, Arthur Jamson.","DIX, Cornelius Malpas."
6976,,"Smith, Charles Roach","FAIRHOLT, Frederick William."
6977,,"SMITH, Edmund ","PHILIPS, John "
6978,,"SMITH, Frederick Ernest Gilliat.","ACKER, Flori van."
6979,,"SMITH, George Nelson.","DOWNES, George "
6980,,"SMITH, Henry ","MOTTEUX, Pierre Antoine."
6981,,"SMITH, Henry John ","NIEMEYER, Adelbert."
6982,,"SMITH, Herbert Huntington.","CHAMPNEY, James Wells."
6983,,"SMITH, James ","TIFFIN, Walter F."
6984,,"SMITH, James ","SARGENT, Epes."
6985,,"Smith, John","DEANE, Charles "
6986,,"Smith, John","DEANE, Charles "
6987,,"Smith, John","DEANE, Charles "
6988,,"SMITH, John ","CARTER, Elizabeth "
6989,,"Smith, J. F. (John Frederick)","Howitt, William"
6990,,"Smith, J. F. (John Frederick)","Gilbert, John "
6991,,"Smith, J. F. (John Frederick)","Gilbert, John "
6992,,"SMITH, John Guthrie.","DONALD, Colin Dunlop."
6993,,"Smith, John Thomas","MACKAY, Charles."
6994,,"SMITH, Roandeu Albert Henry Bickford.","PRIOR, Melton."
6995,,"SMITH, Sydney ","PERCIVAL, Edward "
6996,,"SMITH, Sydney ","DUYCKINCK, Evert Augustus."
6997,,"SMITH, Thomas ","DEANE, Samuel "
6998,,"SMITH, Thomas ","BOLDAKOV, Innokenty Mikhailovich."
6999,,"SMITH, Tom C.","KING, F. C. "
7000,,"SMITH, Tom C. ","SHORTT, Jonathan."
7001,,"SMITH, Valentine.","SANKEY, Villiers "
7002,,"SMITH, Walter Wyke.","T., F."
7003,,"SMITH, William ","MARINDIN, George Eden."
7004,,"SMITH, William ","GREENIDGE, Abel Hendy Jones."
7005,,"SMOLLETT, Tobias George.","MOORE, John "
7006,,"SMOLLETT, Tobias George.","HERBERT, David "
7007,,"SMOLLETT, Tobias George.","TOUSSAINT, François Vincent."
7008,,"SMYTH, Amelia Gillespie.","ABSOLON, John."
7009,,"SMYTH, Amelia Gillespie.","ABSOLON, John."
7010,,"SMYTH, David William.","GORE, Francis "
7011,,"SMYTH, William ","LOWE, Frederick."
7012,,"SMYTHE, George Augustus Frederick Percy Sydney ","BEAUFORT, Emily Anne "
7013,,"SMYTHE, William James ","SMYTHE, William James."
7014,,,"DIXON, Harry."
7015,,"SNEGIREV, Ivan Mikhailovich.","MARTUINOV, Aleksyei Aleksandrovich."
7016,,"SNEGIREV, Ivan Mikhailovich.","MARTUINOV, Aleksyei Aleksandrovich."
7017,,"SNELL, James P.","CLAYTON, W. Woodford."
7018,,"SNELLING, William Joseph.","Franklin, John "
7019,,"SNEYD, Pamela ","SKOTTOWE, Britiffe Constable."
7020,,"SOBOLIS, Foulquet.","CHAVERNAC, J. Félix E."
7021,,,"ROBERTSON, Anne J. "
7022,,,"GOULD, Robert."
7023,,"SODENSTERN, Arthur von.","LA MOTTE FOUQUÉ, Heinrich Auguste de "
7024,,"SODENSTERN, Arthur von.","WUTGINAU, von "
7025,,"SOLEILLET, Jean Joseph Marie Michel Paul.","GRAVIER, Gabriel."
7026,,,"BLIZARD, William "
7027,,"SOLÍS Y RIBADENEYRA, Antonio de.","JOSSE, Augustin Louis."
7028,,"SOLÍS Y RIBADENEYRA, Antonio de.","REVILLA, José de la."
7029,,,"RICKMAN, Edwin."
7030,,"SOLLY, Henry.","LYTTELTON, George William "
7031,,"SOLOV'EV, Sergei Mikhailovich ","SPOERER, Julius."
7032,,"SOLOV'EV, Sergei Mikhailovich ",SUVOROVA 
7033,,"SOŁTYK, Roman ","ELSNER, Heinrich."
7034,,,"SEARLE, Mary Louisa."
7035,,,"HODGE, John Barwick."
7036,,"SOMERSET, H. Somers.","POLLEN, Arthur Joseph Hungerford."
7037,,"SOMERVILLE, Annesley Ashburton ","THOMSON, Remington Walter White."
7038,,"SOMERVILLE, Annesley Ashburton ","THOMSON, Remington Walter White."
7039,,"SOMERVILLE, Annesley Ashburton ","THOMSON, Remington Walter White."
7040,,"SOMERVILLE, William ","SHARP, Robert Farquharson "
7041,,,"SPENDER, Emily."
7042,,,"Oliphant, (Margaret) "
7043,,,"ABBEY, Edwin Austin "
7044,,,"NEWMAN, Henry "
7045,,,"MURRAY, Charlotte "
7046,,,"GIACOMELLI, Hector."
7047,,,"HAMILTON, Sarah "
7048,,"SONNINI DE MANONCOURT, Charles Nicolas Sigisbert.","HUNTER, Henry "
7049,,"SONNINI DE MANONCOURT, Charles Nicolas Sigisbert.",MONK 
7050,,"SONSTRAL, J. H. ","LUMPER, Gottfried."
7051,,,"BENNETT, M. E. "
7052,,,"DANIEL, George "
7053,,,"ZOUCH, Richard."
7054,,"SÖRENSEN, Sören Anton.","HARBOU, Frederik Hans Walther."
7055,,"SOTOMAYOR VALDÉS, Ramón.","ACHÁ, José Maria de "
7056,,"SOULE, Frank.","GIHON, John H."
7057,,,"DEMPSTER, Charlotte Louisa Hawkins."
7058,,,"DEMPSTER, Charlotte Louisa Hawkins."
7059,,,PARKER 
7060,,"Southey, Robert","FERNANDES PINHEIRO, Joaquim Caetano."
7061,,"Southey, Robert","DICKINSON, T. W."
7062,,"Southey, Robert","BERGK, Johann Adam."
7063,,"Southey, Robert","M., I."
7064,,"SOUTHEY, Robert.","DARWIN, V. H."
7065,,,"CRIBB, Tommy "
7066,,"SPAMER, Johann Gottlieb Christian Otto.","HELLWALD, Friedrich Anton Heller von "
7067,,,"AMBRISTER, Robert Christie."
7068,,,"Doré, Gustave"
7069,,"SPARROW, Arthur.","EBBLEWHITE, Ernest Arthur."
7070,,"SPEAR, Henry J. ","ARROWSMITH, James Williams."
7071,,,"FANSHAWE, Catherine Maria."
7072,,"SPEKE, John Hanning.","FORGUES, Paul Émile Daurand."
7073,,"SPEKE, John Hanning.","GRANT, James Augustus."
7074,,"SPEKE, John Hanning.","GRANT, James Augustus."
7075,,,"ROBINSON, Frederick William."
7076,,"SPENCE, Charles ","STRACHAN, James MacTurk."
7077,,"SPENCE, afterwards SPENCE","RAILTON, Herbert."
7078,,"Spencer, Herbert","Garcia, Daniel."
7079,,"Spencer, Herbert","Garcia, Daniel."
7080,,"SPENCER, Jesse Ames.","LEUTZE, Emanuel Gottlieb."
7081,,"Spencer, Baldwin ","GILLEN, Francis James."
7082,,"SPENDER, Edward Harold.","SMITH, Hubert Llewellyn "
7083,,"Spenser, Edmund","AIKIN, John "
7084,,"Spenser, Edmund","Gilfillan, George"
7085,,"Spenser, Edmund","GROSART, Alexander Balloch."
7086,,"Spenser, Edmund","MORRELL, Charlotte M. B."
7087,,,"LAING, Charles C."
7088,,,"LAING, Charles C."
7089,,,"HILGARD, Alfred."
7090,,"Spix, Johann Baptist von","LLOYD, Hannibal Evans."
7091,,,"Surtees, Robert Smith"
7092,,"SPORSCHIL, Johann.","WECHS, M."
7093,,"SPORSCHIL, Johann.","OPIZ, Georg Emanuel."
7094,,,"MURPHY, Arthur."
7095,,"SPRATT, Thomas Abel Bremage ","Daniell, Edward Thomas"
7096,,"SPREULL, John ","BURNS, John William."
7097,,,"POSNETT, George "
7098,,"SQUIER, Ephraim George.","GUTIÉRREZ, Cárlos."
7099,,"SQUIRE, William Barclay.","MAZZUCATO, Giovanni Andrea."
7100,,"SREZNEVSKY, Izmail Ivanovich.","NIKITIN, Athanasy."
7101,,"STADLING, Jonas ","REASON, Will."
7102,,"Staël, (Anne","WIGHT, Orlando Williams."
7103,,STAËL,"LÉOUZON LE DUC, Louis Antoine."
7104,,,"MITFORD, John "
7105,,"STAFFORD, Paul.","CRAY, Julian."
7106,,"STAFFORD, Paul.","CRAY, Julian."
7107,,"STAHR, Adolf Wilhelm Theodor ","LEWALD, afterwards LEWALD"
7108,,"STAHR, Adolf Wilhelm Theodor ","LEWALD, afterwards LEWALD"
7109,,"STAMBAUGH, Samuel C.","CLARKE, Matthew Saint Clair."
